Target,Accessions,Compounds
Matrix metalloproteinase-26,Q9NRE1,22
Group 3 secretory phospholipase A2,Q9NZ20,22
Neuronal acetylcholine receptor subunit alpha-9,Q9UGM1,22
Tyrosine-protein kinase BAZ1B,Q9UIG0,22
Segment polarity protein dishevelled homolog DVL-1,O14640,23
Protein cereblon/Histone deacetylase 3,O15379|Q96SW2,23
Alcohol dehydrogenase 1C,P00326,23
Protein S100-B,P04271,23
Sodium/potassium-transporting ATPase subunit alpha-1/beta-1,P05023|P05026,23
Sodium/potassium-transporting ATPase subunit alpha-2/beta-1,P05026|P50993,23
All-trans-retinol dehydrogenase [NAD(+)] ADH4,P08319,23
Cyclin-dependent kinase 4/6,P11802|Q00534,23
Potassium voltage-gated channel subfamily E member 1,P15382,23
Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),P35916|P35968,23
TEL/KDR,P35968|P41212,23
All-trans-retinol dehydrogenase [NAD(+)] ADH7,P40394,23
GABA A receptor alpha-6/beta-2/gamma-2,P47870|P18507|Q16445,23
Cytochrome c,P99999,23
von Hippel-Lindau disease tumor suppressor/Tyrosine-protein phosphatase non-receptor type 11,Q06124|P40337,23
Gamma-aminobutyric acid receptor subunit alpha-6,Q16445,23
Nicotinate phosphoribosyltransferase,Q6XQN6,23
Extracellular serine/threonine protein kinase FAM20C,Q8IXL6,23
"ATP-dependent RNA helicase SUPV3L1, mitochondrial",Q8IYB8,23
Tubulin--tyrosine ligase,Q8NG68,23
Tribbles homolog 2,Q92519,23
Hypoxia-inducible factor prolyl hydroxylase,Q96KS0|Q9NXG6|Q9GZT9|Q9H6Z9,23
Myeloid differentiation primary response protein MyD88,Q99836,23
E3 ubiquitin-protein ligase RNF126/Serine/threonine-protein kinase RIO2,Q9BVS4|Q9BV68,23
N-alpha-acetyltransferase 50,Q9GZZ1,23
Ubiquitin-like modifier-activating enzyme 5,Q9GZZ9,23
Solute carrier family 28 member 3,Q9HAS3,23
von Hippel-Lindau disease tumor suppressor/1-phosphatidylinositol 3-phosphate 5-kinase,Q9Y2I7|P40337,23
Protein cereblon/Eukaryotic elongation factor 2 kinase,O00418|Q96SW2,24
Glucose-6-phosphate exchanger SLC37A4,O43826,24
Adenylate cyclase type 3,O60266,24
All-trans-retinol dehydrogenase [NAD(+)] ADH1B,P00325,24
GTPase KRas/RAF1,P04049|P01116,24
Alcohol dehydrogenase,P07327|P08319|P00325|P00326|P40394|P11766|P28332,24
Calcitonin gene-related peptide 2,P10092,24
Aromatic-L-amino-acid decarboxylase,P20711,24
Potassium voltage-gated channel subfamily A member 4,P22459,24
"Solute carrier family 2, facilitated glucose transporter member 5",P22732,24
CDK2/Cyclin O,P24941|P22674,24
DNA polymerase delta catalytic subunit,P28340,24
Mitogen-activated protein kinase 14/Mitogen-activated protein kinase 1,P28482|Q16539,24
Adenosine receptor,P30542|P29275|P0DMS8|P29274,24
Taste receptor type 2 member 46,P59540,24
Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,P67775,24
SLC16A10 protein,Q05BR4,24
"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",Q09327,24
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase 7,Q13164|P40337,24
Protein cereblon/Serine/threonine-protein kinase ATR,Q13535|Q96SW2,24
Putative inactive group IIC secretory phospholipase A2,Q5R387,24
Potassium channel subfamily K member 18,Q7Z418,24
Mitogen-activated protein kinase 14/MAP kinase-activated protein kinase 5,Q8IW41|Q16539,24
Ribosomal protein S6 kinase delta-1,Q96S38,24
7-dehydrocholesterol reductase,Q9UBM7,24
Group IID secretory phospholipase A2,Q9UNK4,24
Pirin,O00625,25
Protein cereblon/Histone-lysine N-methyltransferase NSD2,O96028|Q96SW2,25
HLA class II histocompatibility antigen gamma chain,P04233,25
High affinity immunoglobulin gamma Fc receptor I,P12314,25
VEGF-receptor 2 and tyrosine-protein kinase SRC,P12931|P35968,25
Protein cereblon/Non-receptor tyrosine-protein kinase TYK2,P29597|Q96SW2,25
Protein disulfide-isomerase A3,P30101,25
Sodium channel alpha subunit,P35498|Q14524|P35499|Q01118|Q99250|Q15858|Q9NY46|Q9UI33|Q9UQD0|Q9Y5Y9,25
"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",P35558,25
DNA damage-inducible transcript 3 protein,P35638,25
Chloride anion exchanger,P40879,25
Protein cereblon/Kinesin-like protein KIF11,P52732|Q96SW2,25
Polycystin-1,P98161,25
Histone acetyltransferase p300/Hypoxia-inducible factor 1-alpha,Q09472|Q16665,25
S-phase kinase-associated protein 2,Q13309,25
Frizzled-2,Q14332,25
Protein tyrosine phosphatase receptor type C-associated protein,Q14761,25
Serine/threonine-protein phosphatase 2A activator,Q15257,25
Hsp90 co-chaperone Cdc37,Q16543,25
Proprotein convertase subtilisin/kexin type 7,Q16549,25
Small conductance calcium-activated potassium channel protein 1,Q92952,25
von Hippel-Lindau disease tumor suppressor/Interleukin-1 receptor-associated kinase 4,Q9NWZ3|P40337,25
TLR7 and TLR8,Q9NYK1|Q9NR97,25
PC4 and SFRS1-interacting protein,O75475,26
Serine hydrolase RBBP9,O75884,26
Tumor necrosis factor receptor superfamily member 16,P08138,26
Retinoic acid receptor alpha/Retinoid X receptor alpha,P10276|P19793,26
Protein cereblon/Tyrosine-protein phosphatase non-receptor type 2,P17706|Q96SW2,26
fMet-Leu-Phe receptor 1/2,P21462|P25090,26
Laminin subunit alpha-1,P25391,26
GPR27-V2,P30518|Q9NS67,26
von Hippel-Lindau disease tumor suppressor/RAC-alpha serine/threonine-protein kinase,P31749|P40337,26
Glycogen debranching enzyme,P35573,26
von Hippel-Lindau disease tumor suppressor/Vascular endothelial growth factor receptor 2,P35968|P40337,26
von Hippel-Lindau disease tumor suppressor/Dual specificity mitogen-activated protein kinase kinase 2/Dual specificity mitogen-activated protein kinase kinase 1,P36507|Q02750|P40337,26
"Lon protease homolog, mitochondrial",P36776,26
C-terminal-binding protein 2,P56545,26
"HLA class II histocompatibility antigen, DR beta 3 chain",P79483,26
Forkhead box protein M1,Q08050,26
Transcription intermediary factor 1-beta,Q13263,26
Growth factor receptor-bound protein 7,Q14451,26
"Acylglycerol kinase, mitochondrial",Q53H12,26
Ubiquitin-associated and SH3 domain-containing protein B,Q8TF42,26
Fermitin family homolog 2,Q96AC1,26
"Neurolysin, mitochondrial",Q9BYT8,26
Solute carrier family 22 member 4,Q9H015,26
Olfactory receptor 51E2,Q9H255,26
Histamine receptor (H3 and H4),Q9H3N8|Q9Y5N1,26
"Solute carrier family 2, facilitated glucose transporter member 9",Q9NRM0,26
Gamma-secretase subunit PEN-2,Q9NZ42,26
Hydroxyproline dehydrogenase,Q9UF12,26
"Beta-1,3-galactosyltransferase 5",Q9Y2C3,26
Peroxisomal membrane protein PEX16,Q9Y5Y5,26
WD repeat-containing protein 91,A4D1P6,27
"Alkyldihydroxyacetonephosphate synthase, peroxisomal",O00116,27
G-protein coupled receptor 182,O15218,27
Synaptojanin-1,O43426,27
"Phenylalanine--tRNA ligase, mitochondrial",O95363,27
Antithrombin-III,P01008,27
Tubulin beta-5 chain,P07437,27
Ribonuclease pancreatic,P07998,27
Dihydropteridine reductase,P09417,27
Transcriptional activator Myb,P10242,27
Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),P17948|P35968,27
Protein cereblon/RAC-alpha serine/threonine-protein kinase,P31749|Q96SW2,27
Bcl-xL/Bcl-2-binding component 3,Q07817|Q9BXH1,27
Protein cereblon/Mitogen-activated protein kinase 14,Q16539|Q96SW2,27
Protein N-lysine methyltransferase METTL21D,Q9H867,27
Taste receptor type 2 member 16,Q9NYV7,27
DNA repair protein REV1,Q9UBZ9,27
SCN8A/SCN1B,Q9UQD0|Q07699,27
"Glutamate receptor ionotropic, NMDA 2D",O15399,28
Sphingomyelin phosphodiesterase 2,O60906,28
STAM-binding protein,O95630,28
Integrin alpha-5/alpha-8,P08648|P53708,28
VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta),P09619|P35968,28
Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer,P10415|Q16611,28
Lactoperoxidase,P22079,28
von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 2,P25440|P40337,28
Multifunctional protein CAD,P27708,28
AMPK alpha2/beta2/gamma3,P54646|O43741|Q9UGI9,28
von Hippel-Lindau disease tumor suppressor/WD repeat-containing protein 5,P61964|P40337,28
Disintegrin and metalloproteinase domain-containing protein 8,P78325,28
Heat shock factor protein,Q00613|Q03933|Q9ULV5,28
Prostasin,Q16651,28
"fructose-2,6-bisphosphatase 3/4",Q16875|Q16877,28
Mitochondrial amidoxime-reducing component 1,Q5VT66,28
Protein ADM2,Q7Z4H4,28
Protein cereblon/Mixed lineage kinase domain-like protein,Q8NB16|Q96SW2,28
Caspase-10,Q92851,28
Glutathione S-transferase kappa 1,Q9Y2Q3,28
von Hippel-Lindau disease tumor suppressor/Nuclear receptor subfamily 1 group I member 2,O75469|P40337,29
Thrombin and urokinase-type plasminogen activator,P00734|P00749,29
c-Myc/c-Max,P01106|P61244,29
Lactotransferrin,P02788,29
Protein cereblon/E3 ubiquitin-protein ligase Mdm2/Cellular tumor antigen p53,P04637|Q00987|Q96SW2,29
CDK4/CDK1,P06493|P11802,29
5-lipoxygenase/FLAP,P09917|P20292,29
"Pyruvate carboxylase, mitochondrial",P11498,29
Retinoic acid receptor,P13631|P10826|P10276,29
Potassium voltage-gated channel subfamily A member 2,P16389,29
Platelet glycoprotein 4,P16671,29
RyR1/FKBP12,P21817|P62942,29
G protein-activated inward rectifier potassium channel 4,P48544,29
Lysyl oxidase homolog 3,P58215,29
Son of sevenless homolog 2,Q07890,29
Histone deacetylase 1/2/3/6,Q13547|O15379|Q9UBN7|Q92769,29
Protein N-lysine methyltransferase METTL21A,Q8WXB1,29
EZH1/SUZ12/EED/AEBP2/RBBP4 complex,Q92800|O75530|Q15022|Q6ZN18|Q09028,29
Small conductance calcium-activated potassium channel protein 2,Q9H2S1,29
Spermine oxidase,Q9NWM0,29
BCR/ABL p210 fusion protein,A1Z199,30
Phosphodiesterase 2 and 5 (PDE2 and PDE5),O76074|O00408,30
von Hippel-Lindau disease tumor suppressor/Tyrosine-protein kinase ABL1/Breakpoint cluster region protein,P00519|P11274|P40337,30
Coagulation factor X and plasma kallikrein,P03952|P00742,30
Creatine kinase M-type,P06732,30
Alcohol dehydrogenase 1A,P07327,30
Protein cereblon/Heat shock protein HSP 90-alpha/Heat shock protein HSP 90-beta,P07900|P08238|Q96SW2,30
Protein cereblon/Hepatocyte growth factor receptor,P08581|Q96SW2,30
Carboxypeptidase N catalytic chain,P15169,30
Lymphocyte activation gene 3 protein,P18627,30
UDP-glucuronosyltransferases (UGTs),P22310|P16662|O75795|P36537|P54855|Q9BY64|P06133|O60656|Q9HAW8|P0DTE4|P22309|P19224|Q9HAW7|Q9HAW9|P35503|P35504|Q6UWM9|O75310|P0DTE5,30
"Acetyl-CoA acetyltransferase, mitochondrial",P24752,30
14-3-3 protein zeta/delta,P63104,30
Baculoviral IAP repeat-containing protein 2/Baculoviral IAP repeat-containing protein 3/E3 ubiquitin-protein ligase XIAP,P98170|Q13489|Q13490,30
Recombining binding protein suppressor of hairless,Q06330,30
Neutral alpha-glucosidase AB,Q14697,30
Sodium/hydrogen exchanger 5,Q14940,30
Alpha-mannosidase 2,Q16706,30
Kinase suppressor of Ras 1,Q8IVT5,30
DEP domain-containing mTOR-interacting protein,Q8TB45,30
Pantothenate kinase 1,Q8TE04,30
Oxysterol-binding protein 2,Q969R2,30
Protein cereblon/Inactive tyrosine-protein kinase transmembrane receptor ROR1,Q96SW2|Q01973,30
Bromodomain-containing protein 8,Q9H0E9,30
Platelet glycoprotein VI,Q9HCN6,30
"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Q9UKM7,30
Protein cereblon/Serine/threonine-protein kinase PLK4,O00444|Q96SW2,31
Protein HEXIM1,O94992,31
Asialoglycoprotein receptor 1,P07306,31
Islet amyloid polypeptide,P10997,31
Neuronal acetylcholine receptor; alpha2/beta2,P17787|Q15822,31
Cyclic AMP-dependent transcription factor ATF-1,P18846,31
Cystathionine beta-synthase,P35520,31
Chitinase-3-like protein 1,P36222,31
Leukemia inhibitory factor receptor,P42702,31
Protein cereblon/Nicotinamide phosphoribosyltransferase,P43490|Q96SW2,31
Protein cereblon/Glycogen synthase kinase-3 alpha,P49840|Q96SW2,31
Ras-related protein Rab-7a,P51149,31
MCL1-BAK1 complex,Q07820|Q16611,31
Sterol regulatory element-binding protein 2,Q12772,31
Amyloid beta-binding alcohol dehydrogenase,Q2L8D9,31
Kinase suppressor of Ras 2,Q6VAB6,31
PH domain leucine-rich repeat-containing protein phosphatase 2,Q6ZVD8,31
"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",Q86XE5,31
Aurora kinase A/B,Q96GD4|O14965,31
Transient receptor potential cation channel subfamily M member 7,Q96QT4,31
Protein cereblon/Sal-like protein 4,Q96SW2|Q9UJQ4,31
Telomeric repeat-binding factor 2-interacting protein 1,Q9NYB0,31
Insulin-like growth factor 2 mRNA-binding protein 1,Q9NZI8,31
Ubiquitin carboxyl-terminal hydrolase 21,Q9UK80,31
Phosphatidylcholine transfer protein,Q9UKL6,31
Solute carrier family 22 member 7,Q9Y694,31
Synaptojanin-2,O15056,32
Protein cereblon/Tyrosine-protein kinase JAK2,O60674|Q96SW2,32
YEATS domain-containing protein 4,O95619,32
Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon,P02708|P11230|Q07001|Q04844,32
von Hippel-Lindau disease tumor suppressor/Hepatocyte growth factor receptor,P08581|P40337,32
von Hippel-Lindau disease tumor suppressor/Apoptosis regulator Bcl-2,P10415|P40337,32
Protein cereblon/AKT,P31751|Q9Y243|P31749|Q96SW2,32
Polycomb complex protein BMI-1,P35226,32
Pro-adrenomedullin,P35318,32
Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,P36873,32
Lysosomal acid lipase/cholesteryl ester hydrolase,P38571,32
GRIA1/CACNG2,P42261|Q9Y698,32
Tissue factor pathway inhibitor 2,P48307,32
Mitogen-activated protein kinase 10/Receptor-interacting serine/threonine-protein kinase 1,P53779|Q13546,32
Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668,32
Protein tyrosine phosphatase type IVA 2,Q12974,32
Sclerostin,Q9BQB4,32
Protein cereblon/MAP kinase-interacting serine/threonine-protein kinase 1,Q9BUB5|Q96SW2,32
Kinesin-like protein KIF15,Q9NS87,32
DNMT3B-DNMT3L complex,Q9UBC3|Q9UJW3,32
CCR4-NOT transcription complex subunit 7,Q9UIV1,32
Matrix metalloproteinase-17,Q9ULZ9,32
Cyclin-dependent kinase 2-associated protein 1,O14519,33
TLR2/TLR6,O60603|Q9Y2C9,33
Phosphatidylserine lipase ABHD16A,O95870,33
N-myc proto-oncogene protein,P04198,33
Integrin alpha-V/alpha-5,P06756|P08648,33
Bone morphogenetic protein 4,P12644,33
Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein,P13569|Q9HD26,33
Integrin alpha-L/beta-2 (LFA-1),P20701|P05107,33
"NAD-dependent malic enzyme, mitochondrial",P23368,33
"Carbamoyl-phosphate synthase [ammonia], mitochondrial",P31327,33
Triosephosphate isomerase,P60174,33
CDK17/Cyclin-Y,Q00537|Q8ND76,33
V-type proton ATPase subunit S1,Q15904,33
Lysine-specific demethylase 3B,Q7LBC6,33
Transient receptor potential cation channel subfamily M member 4,Q8TD43,33
von Hippel-Lindau disease tumor suppressor/Methylosome protein WDR77,Q9BQA1|P40337,33
von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 7,Q9NPI1|P40337,33
A disintegrin and metalloproteinase with thrombospondin motifs 1,Q9UHI8,33
Protein phosphatase methylesterase 1,Q9Y570,33
Dual specificity protein phosphatase 10,Q9Y6W6,33
ATP-binding cassette sub-family C member 5,O15440,34
CCN2-EGFR,P00533|P29279,34
Transforming growth factor beta-1 proprotein,P01137,34
Cyclin-dependent kinase 4/G1/S-specific cyclin-E1,P11802|P24864,34
Glutamine synthetase,P15104,34
"Threonine--tRNA ligase 1, cytoplasmic",P26639,34
Voltage-gated potassium channel,P51787|Q9UK17|Q12809|P16389|Q09470|O43526|O43525|Q96RP8|Q9NR82|P56696|O95259|P22459|P22460|P22001|P17658|P48547|Q9NZV8|Q92953|Q03721|Q14003|Q14721|Q16322|Q6PIU1|Q8NCM2|Q8TAE7|Q8TDN1|Q8TDN2|Q96KK3|Q96L42|Q96PR1|Q9BQ31|Q9H252|Q9H3M0|Q9NS40|Q9NSA2|Q9UIX4|Q9UJ96|Q9ULD8|Q9ULS6|Q9UQ05,34
Anthrax toxin receptor 2,P58335,34
ATP-dependent RNA helicase A,Q08211,34
Cyclin-dependent kinase 5 activator 1,Q15078,34
Sonic hedgehog protein,Q15465,34
Na(+)/citrate cotransporter,Q86YT5,34
Signal peptide peptidase-like 2A,Q8TCT8,34
Sortilin/Progranulin,Q99523|P28799,34
Golgi-associated PDZ and coiled-coil motif-containing protein,Q9HD26,34
von Hippel-Lindau disease tumor suppressor/Serine/threonine-protein kinase TBK1,Q9UHD2|P40337,34
Chymotrypsin-like elastase family member 1,Q9UNI1,34
Kinesin-like protein KIF3B,O15066,35
Lactase/phlorizin hydrolase,P09848,35
BCL2/BCL2L11,P10415|O43521,35
CD44 antigen,P16070,35
Nuclear receptor subfamily 4 group A member 2/Retinoic acid receptor RXR-alpha,P19793|P43354,35
Protein cereblon/Bromodomain-containing protein 2,P25440|Q96SW2,35
Gap junction beta-2 protein,P29033,35
Transforming protein RhoA/Rho-related GTP-binding protein RhoC,P61586|P08134,35
Cytochrome P450 4F3,Q08477,35
Core-binding factor subunit beta,Q13951,35
Membrane-bound transcription factor site-1 protease,Q14703,35
Kinesin-like protein KIF22,Q14807,35
Protein odd-skipped-related 1,Q8TAX0,35
Piezo-type mechanosensitive ion channel component 1,Q92508,35
"Glutaryl-CoA dehydrogenase, mitochondrial",Q92947,35
Calcium and integrin-binding protein 1,Q99828,35
E3 ubiquitin-protein ligase SMURF2,Q9HAU4,35
Sialin,Q9NRA2,35
Carbonic anhydrase V,Q9Y2D0|P35218,35
Inhibitor of NF-kappa-B kinase (IKK),O14920|O15111|Q9Y6K9,36
Voltage-gated potassium channel KCNQ3/KCNQ5,O43525|Q9NR82,36
Bifunctional glutamate/proline--tRNA ligase,P07814,36
"Beta-1,4-galactosyltransferase 1",P15291,36
Protein cereblon/Tyrosine-protein phosphatase non-receptor type 1,P18031|Q96SW2,36
CDK2/Bovine cyclin A,P24941|P30274,36
Trypsin-3,P35030,36
DNA-PK/Ku70/Ku85,P78527|P12956|P13010,36
Clathrin heavy chain 1,Q00610,36
Protein cereblon/Bcl-2-like protein 1,Q07817|Q96SW2,36
Palmitoyltransferase ZDHHC20,Q5W0Z9,36
Short transient receptor potential channel 1 & 3/Stromal interaction molecule 1/Calcium release-activated calcium channel protein 1,Q96D31|Q13507|Q13586|P48995,36
Fibroblast growth factor 23,Q9GZV9,36
Voltage-dependent calcium channel subunit alpha-2/delta-2,Q9NY47,36
Protein cereblon/ALK tyrosine kinase receptor/Nucleophosmin,Q9UM73|P06748|Q96SW2,36
Aurora kinase A/Targeting protein for Xklp2,O14965|Q9ULW0,37
Fibrinogen beta chain,P02675,37
Vitamin D-binding protein,P02774,37
von Hippel-Lindau disease tumor suppressor/Estrogen receptor/Cullin-2,P03372|P40337|Q13617,37
Fibronectin receptor (Integrin alpha-5/beta-1 and alpha-V/beta-3),P05106|P05556|P06756|P08648,37
Guanine nucleotide-binding protein G(i) subunit alpha-3,P08754,37
"POU domain, class 2, transcription factor 2",P09086,37
Guanine nucleotide-binding protein G(o) subunit alpha,P09471,37
Diamine acetyltransferase 1,P21673,37
Protein cereblon/Fibroblast growth factor receptor 2,P21802|Q96SW2,37
Ryanodine receptor 1,P21817,37
Receptor-type tyrosine-protein phosphatase mu,P28827,37
Cytochrome P450 2C18,P33260,37
Protein cereblon/Receptor-type tyrosine-protein kinase FLT3,P36888|Q96SW2,37
Cyclin-dependent kinase inhibitor 1,P38936,37
Uridine phosphorylase 1,Q16831,37
N6-Methyl-AMP deaminase,Q6DHV7,37
Far upstream element-binding protein 1,Q96AE4,37
Protein cereblon/Phospholipid hydroperoxide glutathione peroxidase GPX4,Q96SW2|P36969,37
"Serine/threonine-protein kinase PINK1, mitochondrial",Q9BXM7,37
Bromodomain adjacent to zinc finger domain protein 1A,Q9NRL2,37
Protein cereblon/ALK tyrosine kinase receptor/Echinoderm microtubule-associated protein-like 4,Q9UM73|Q9HC35|Q96SW2,37
Lymphocyte antigen 96,Q9Y6Y9,37
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",O60825,38
Frizzled-7,O75084,38
CAAX prenyl protease 1 homolog,O75844,38
Protein cereblon/GTPase KRas,P01116|Q96SW2,38
Cyclin-dependent kinase,P06493|P11802|P24941|Q00535|Q00534|P50613|Q00526|Q00536|Q07002|P49336|Q00537|P21127|Q96Q40|Q9BWU1|O94921|P50750|Q15131|Q14004|Q8IZL9|Q9NYV4,38
GABA A receptor alpha-1/beta-1/gamma-2,P14867|P18507|P18505,38
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",P16118,38
Interferon alpha/beta receptor 1,P17181,38
Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,P17787|P32297|Q15825|Q05901,38
